id,gold,variant,pred,correct,question
256,yes,original,yes,True,is the plaza hotel in nyc still open
256,yes,distractor,yes,True,is the plaza hotel in nyc still open
256,yes,frame_a,yes,True,is the plaza hotel in nyc still open
256,yes,frame_b,yes,True,is the plaza hotel in nyc still open
257,yes,original,no,False,is motherhood maternity and destination maternity the same
257,yes,distractor,yes,True,is motherhood maternity and destination maternity the same
257,yes,frame_a,no,False,is motherhood maternity and destination maternity the same
257,yes,frame_b,yes,True,is motherhood maternity and destination maternity the same
258,yes,original,yes,True,can a fly lay eggs in your skin
258,yes,distractor,yes,True,can a fly lay eggs in your skin
258,yes,frame_a,yes,True,can a fly lay eggs in your skin
258,yes,frame_b,yes,True,can a fly lay eggs in your skin
259,yes,original,yes,True,is call of duty modern warfare 2 multiplayer
259,yes,distractor,yes,True,is call of duty modern warfare 2 multiplayer
259,yes,frame_a,yes,True,is call of duty modern warfare 2 multiplayer
259,yes,frame_b,yes,True,is call of duty modern warfare 2 multiplayer
260,no,original,no,True,is remember the titans based on a book
260,no,distractor,no,True,is remember the titans based on a book
260,no,frame_a,no,True,is remember the titans based on a book
260,no,frame_b,no,True,is remember the titans based on a book
261,no,original,no,True,do all ford explorers have 4 wheel drive
261,no,distractor,no,True,do all ford explorers have 4 wheel drive
261,no,frame_a,no,True,do all ford explorers have 4 wheel drive
261,no,frame_b,no,True,do all ford explorers have 4 wheel drive
262,no,original,no,True,is there a series 9 of vampire diaries
262,no,distractor,no,True,is there a series 9 of vampire diaries
262,no,frame_a,no,True,is there a series 9 of vampire diaries
262,no,frame_b,no,True,is there a series 9 of vampire diaries
263,no,original,no,True,do you count walks in the batting average
263,no,distractor,no,True,do you count walks in the batting average
263,no,frame_a,no,True,do you count walks in the batting average
263,no,frame_b,no,True,do you count walks in the batting average
264,no,original,no,True,do i need a visa to visit svalbard
264,no,distractor,no,True,do i need a visa to visit svalbard
264,no,frame_a,no,True,do i need a visa to visit svalbard
264,no,frame_b,no,True,do i need a visa to visit svalbard
265,no,original,no,True,is the depth of the water table always the same
265,no,distractor,no,True,is the depth of the water table always the same
265,no,frame_a,no,True,is the depth of the water table always the same
265,no,frame_b,no,True,is the depth of the water table always the same
266,no,original,no,True,is home depot and lowes the same company
266,no,distractor,no,True,is home depot and lowes the same company
266,no,frame_a,no,True,is home depot and lowes the same company
266,no,frame_b,no,True,is home depot and lowes the same company
267,no,original,no,True,does the t distribution have a standard deviation of 1
267,no,distractor,no,True,does the t distribution have a standard deviation of 1
267,no,frame_a,no,True,does the t distribution have a standard deviation of 1
267,no,frame_b,no,True,does the t distribution have a standard deviation of 1
268,no,original,no,True,did izzie stevens die on grey's anatomy
268,no,distractor,no,True,did izzie stevens die on grey's anatomy
268,no,frame_a,no,True,did izzie stevens die on grey's anatomy
268,no,frame_b,no,True,did izzie stevens die on grey's anatomy
269,yes,original,yes,True,does a fennec fox live in the desert
269,yes,distractor,yes,True,does a fennec fox live in the desert
269,yes,frame_a,yes,True,does a fennec fox live in the desert
269,yes,frame_b,yes,True,does a fennec fox live in the desert
270,yes,original,yes,True,is a digital audio cable the same as an optical cable
270,yes,distractor,yes,True,is a digital audio cable the same as an optical cable
270,yes,frame_a,yes,True,is a digital audio cable the same as an optical cable
270,yes,frame_b,yes,True,is a digital audio cable the same as an optical cable
271,no,original,no,True,do i need a stamp if it says freepost
271,no,distractor,yes,False,do i need a stamp if it says freepost
271,no,frame_a,no,True,do i need a stamp if it says freepost
271,no,frame_b,no,True,do i need a stamp if it says freepost
272,yes,original,no,False,is employment termination the same as being fired
272,yes,distractor,no,False,is employment termination the same as being fired
272,yes,frame_a,no,False,is employment termination the same as being fired
272,yes,frame_b,no,False,is employment termination the same as being fired
273,yes,original,yes,True,does leslie knope win the city council election
273,yes,distractor,yes,True,does leslie knope win the city council election
273,yes,frame_a,yes,True,does leslie knope win the city council election
273,yes,frame_b,yes,True,does leslie knope win the city council election
274,yes,original,yes,True,can the heat of a hair dryer kill lice
274,yes,distractor,yes,True,can the heat of a hair dryer kill lice
274,yes,frame_a,yes,True,can the heat of a hair dryer kill lice
274,yes,frame_b,yes,True,can the heat of a hair dryer kill lice
275,no,original,no,True,is oasis of the seas the largest cruise ship
275,no,distractor,no,True,is oasis of the seas the largest cruise ship
275,no,frame_a,no,True,is oasis of the seas the largest cruise ship
275,no,frame_b,no,True,is oasis of the seas the largest cruise ship
276,yes,original,yes,True,can a judge be removed from the bench
276,yes,distractor,yes,True,can a judge be removed from the bench
276,yes,frame_a,yes,True,can a judge be removed from the bench
276,yes,frame_b,yes,True,can a judge be removed from the bench
277,no,original,no,True,is the eiffel tower the tallest structure in the world
277,no,distractor,no,True,is the eiffel tower the tallest structure in the world
277,no,frame_a,no,True,is the eiffel tower the tallest structure in the world
277,no,frame_b,no,True,is the eiffel tower the tallest structure in the world
278,yes,original,yes,True,is it possible for a person to have two different colored eyes
278,yes,distractor,yes,True,is it possible for a person to have two different colored eyes
278,yes,frame_a,yes,True,is it possible for a person to have two different colored eyes
278,yes,frame_b,yes,True,is it possible for a person to have two different colored eyes
279,yes,original,yes,True,is a bachelor degree considered an undergraduate degree
279,yes,distractor,yes,True,is a bachelor degree considered an undergraduate degree
279,yes,frame_a,yes,True,is a bachelor degree considered an undergraduate degree
279,yes,frame_b,yes,True,is a bachelor degree considered an undergraduate degree
280,no,original,no,True,does every school in the uk wear uniforms
280,no,distractor,no,True,does every school in the uk wear uniforms
280,no,frame_a,no,True,does every school in the uk wear uniforms
280,no,frame_b,no,True,does every school in the uk wear uniforms
281,yes,original,yes,True,is the boy in the striped pajamas based on a book
281,yes,distractor,yes,True,is the boy in the striped pajamas based on a book
281,yes,frame_a,yes,True,is the boy in the striped pajamas based on a book
281,yes,frame_b,yes,True,is the boy in the striped pajamas based on a book
282,no,original,no,True,did england beat belgium in the world cup
282,no,distractor,no,True,did england beat belgium in the world cup
282,no,frame_a,no,True,did england beat belgium in the world cup
282,no,frame_b,no,True,did england beat belgium in the world cup
283,no,original,no,True,is input lag and response time the same thing
283,no,distractor,no,True,is input lag and response time the same thing
283,no,frame_a,no,True,is input lag and response time the same thing
283,no,frame_b,no,True,is input lag and response time the same thing
284,no,original,no,True,did they use a real gorilla in mighty joe young
284,no,distractor,no,True,did they use a real gorilla in mighty joe young
284,no,frame_a,no,True,did they use a real gorilla in mighty joe young
284,no,frame_b,no,True,did they use a real gorilla in mighty joe young
285,no,original,no,True,do netherland dwarf rabbits like to be held
285,no,distractor,no,True,do netherland dwarf rabbits like to be held
285,no,frame_a,no,True,do netherland dwarf rabbits like to be held
285,no,frame_b,no,True,do netherland dwarf rabbits like to be held
286,no,original,no,True,is series of unfortunate events a true story
286,no,distractor,no,True,is series of unfortunate events a true story
286,no,frame_a,no,True,is series of unfortunate events a true story
286,no,frame_b,no,True,is series of unfortunate events a true story
287,yes,original,yes,True,is pb(no3)2 soluble in water
287,yes,distractor,yes,True,is pb(no3)2 soluble in water
287,yes,frame_a,yes,True,is pb(no3)2 soluble in water
287,yes,frame_b,yes,True,is pb(no3)2 soluble in water
288,yes,original,yes,True,did eric clapton play while my guitar gently weeps
288,yes,distractor,yes,True,did eric clapton play while my guitar gently weeps
288,yes,frame_a,yes,True,did eric clapton play while my guitar gently weeps
288,yes,frame_b,yes,True,did eric clapton play while my guitar gently weeps
289,no,original,no,True,is the movie roman j israel based on a true story
289,no,distractor,no,True,is the movie roman j israel based on a true story
289,no,frame_a,no,True,is the movie roman j israel based on a true story
289,no,frame_b,no,True,is the movie roman j israel based on a true story
290,no,original,no,True,is there a gulf stream in the pacific
290,no,distractor,no,True,is there a gulf stream in the pacific
290,no,frame_a,no,True,is there a gulf stream in the pacific
290,no,frame_b,no,True,is there a gulf stream in the pacific
291,no,original,no,True,is fear the walking dead the same as the walking dead
291,no,distractor,no,True,is fear the walking dead the same as the walking dead
291,no,frame_a,no,True,is fear the walking dead the same as the walking dead
291,no,frame_b,no,True,is fear the walking dead the same as the walking dead
292,no,original,no,True,are rice noodles and glass noodles the same
292,no,distractor,no,True,are rice noodles and glass noodles the same
292,no,frame_a,no,True,are rice noodles and glass noodles the same
292,no,frame_b,no,True,are rice noodles and glass noodles the same
293,no,original,no,True,is comcast and time warner the same company
293,no,distractor,no,True,is comcast and time warner the same company
293,no,frame_a,no,True,is comcast and time warner the same company
293,no,frame_b,no,True,is comcast and time warner the same company
294,yes,original,yes,True,are us toll-free numbers free in canada
294,yes,distractor,yes,True,are us toll-free numbers free in canada
294,yes,frame_a,yes,True,are us toll-free numbers free in canada
294,yes,frame_b,yes,True,are us toll-free numbers free in canada
295,no,original,yes,False,is the jaws ride at universal orlando closed
295,no,distractor,yes,False,is the jaws ride at universal orlando closed
295,no,frame_a,yes,False,is the jaws ride at universal orlando closed
295,no,frame_b,yes,False,is the jaws ride at universal orlando closed
296,yes,original,yes,True,does a business have a birthday or anniversary
296,yes,distractor,yes,True,does a business have a birthday or anniversary
296,yes,frame_a,yes,True,does a business have a birthday or anniversary
296,yes,frame_b,yes,True,does a business have a birthday or anniversary
297,yes,original,yes,True,is france qualified for the world cup 2018
297,yes,distractor,yes,True,is france qualified for the world cup 2018
297,yes,frame_a,yes,True,is france qualified for the world cup 2018
297,yes,frame_b,yes,True,is france qualified for the world cup 2018
298,yes,original,yes,True,is the dot product of two vectors a scalar
298,yes,distractor,yes,True,is the dot product of two vectors a scalar
298,yes,frame_a,yes,True,is the dot product of two vectors a scalar
298,yes,frame_b,yes,True,is the dot product of two vectors a scalar
299,no,original,no,True,do evergreen trees lose their leaves in the winter
299,no,distractor,no,True,do evergreen trees lose their leaves in the winter
299,no,frame_a,no,True,do evergreen trees lose their leaves in the winter
299,no,frame_b,no,True,do evergreen trees lose their leaves in the winter
300,yes,original,yes,True,is there a floating mass of garbage in the ocean
300,yes,distractor,yes,True,is there a floating mass of garbage in the ocean
300,yes,frame_a,yes,True,is there a floating mass of garbage in the ocean
300,yes,frame_b,yes,True,is there a floating mass of garbage in the ocean
301,no,original,no,True,can i use a net10 card on a tracfone
301,no,distractor,no,True,can i use a net10 card on a tracfone
301,no,frame_a,no,True,can i use a net10 card on a tracfone
301,no,frame_b,no,True,can i use a net10 card on a tracfone
302,no,original,no,True,do the chargers still play in san diego
302,no,distractor,no,True,do the chargers still play in san diego
302,no,frame_a,no,True,do the chargers still play in san diego
302,no,frame_b,no,True,do the chargers still play in san diego
303,yes,original,yes,True,is teenage mutant ninja turtles still on tv
303,yes,distractor,no,False,is teenage mutant ninja turtles still on tv
303,yes,frame_a,yes,True,is teenage mutant ninja turtles still on tv
303,yes,frame_b,no,False,is teenage mutant ninja turtles still on tv
304,yes,original,yes,True,is atmospheric pressure the same as air pressure
304,yes,distractor,yes,True,is atmospheric pressure the same as air pressure
304,yes,frame_a,yes,True,is atmospheric pressure the same as air pressure
304,yes,frame_b,yes,True,is atmospheric pressure the same as air pressure
305,no,original,no,True,is railroad retirement the same as social security
305,no,distractor,no,True,is railroad retirement the same as social security
305,no,frame_a,no,True,is railroad retirement the same as social security
305,no,frame_b,no,True,is railroad retirement the same as social security
306,yes,original,yes,True,can you use other colors for a green screen
306,yes,distractor,yes,True,can you use other colors for a green screen
306,yes,frame_a,yes,True,can you use other colors for a green screen
306,yes,frame_b,yes,True,can you use other colors for a green screen
307,no,original,no,True,are honey bees and bumble bees the same
307,no,distractor,no,True,are honey bees and bumble bees the same
307,no,frame_a,no,True,are honey bees and bumble bees the same
307,no,frame_b,no,True,are honey bees and bumble bees the same
308,no,original,no,True,is there a season 8 of once apon a time
308,no,distractor,no,True,is there a season 8 of once apon a time
308,no,frame_a,no,True,is there a season 8 of once apon a time
308,no,frame_b,no,True,is there a season 8 of once apon a time
309,no,original,no,True,are ground coriander and cumin the same thing
309,no,distractor,no,True,are ground coriander and cumin the same thing
309,no,frame_a,no,True,are ground coriander and cumin the same thing
309,no,frame_b,no,True,are ground coriander and cumin the same thing
310,no,original,no,True,are only commercial banks subject to​ runs
310,no,distractor,no,True,are only commercial banks subject to​ runs
310,no,frame_a,no,True,are only commercial banks subject to​ runs
310,no,frame_b,no,True,are only commercial banks subject to​ runs
311,yes,original,yes,True,does host team automatically qualify for world cup
311,yes,distractor,yes,True,does host team automatically qualify for world cup
311,yes,frame_a,yes,True,does host team automatically qualify for world cup
311,yes,frame_b,yes,True,does host team automatically qualify for world cup
312,no,original,no,True,is the dominican republic considered part of the united states
312,no,distractor,no,True,is the dominican republic considered part of the united states
312,no,frame_a,no,True,is the dominican republic considered part of the united states
312,no,frame_b,no,True,is the dominican republic considered part of the united states
313,yes,original,yes,True,can you be left footed and right handed
313,yes,distractor,yes,True,can you be left footed and right handed
313,yes,frame_a,yes,True,can you be left footed and right handed
313,yes,frame_b,yes,True,can you be left footed and right handed
314,no,original,no,True,can you score off a throw in in soccer
314,no,distractor,no,True,can you score off a throw in in soccer
314,no,frame_a,no,True,can you score off a throw in in soccer
314,no,frame_b,no,True,can you score off a throw in in soccer
315,no,original,no,True,is it goaltending if the ball hits the backboard below the rim
315,no,distractor,no,True,is it goaltending if the ball hits the backboard below the rim
315,no,frame_a,no,True,is it goaltending if the ball hits the backboard below the rim
315,no,frame_b,no,True,is it goaltending if the ball hits the backboard below the rim
316,yes,original,yes,True,is there an english translation of the torah
316,yes,distractor,yes,True,is there an english translation of the torah
316,yes,frame_a,yes,True,is there an english translation of the torah
316,yes,frame_b,yes,True,is there an english translation of the torah
317,no,original,no,True,do jj and reid date in criminal minds
317,no,distractor,no,True,do jj and reid date in criminal minds
317,no,frame_a,no,True,do jj and reid date in criminal minds
317,no,frame_b,no,True,do jj and reid date in criminal minds
318,no,original,no,True,are the spinal cord and vertebral column the same length
318,no,distractor,no,True,are the spinal cord and vertebral column the same length
318,no,frame_a,no,True,are the spinal cord and vertebral column the same length
318,no,frame_b,no,True,are the spinal cord and vertebral column the same length
319,yes,original,yes,True,can xbox 360 games be played on xbox1
319,yes,distractor,yes,True,can xbox 360 games be played on xbox1
319,yes,frame_a,yes,True,can xbox 360 games be played on xbox1
319,yes,frame_b,yes,True,can xbox 360 games be played on xbox1
320,yes,original,yes,True,is orlando international airport the same as mco
320,yes,distractor,yes,True,is orlando international airport the same as mco
320,yes,frame_a,yes,True,is orlando international airport the same as mco
320,yes,frame_b,yes,True,is orlando international airport the same as mco
321,yes,original,yes,True,is an ace 2 3 4 5 a straight
321,yes,distractor,no,False,is an ace 2 3 4 5 a straight
321,yes,frame_a,yes,True,is an ace 2 3 4 5 a straight
321,yes,frame_b,yes,True,is an ace 2 3 4 5 a straight
322,no,original,no,True,is europe a part of the united states
322,no,distractor,no,True,is europe a part of the united states
322,no,frame_a,no,True,is europe a part of the united states
322,no,frame_b,no,True,is europe a part of the united states
323,no,original,yes,False,is there an airport in fort walton beach florida
323,no,distractor,yes,False,is there an airport in fort walton beach florida
323,no,frame_a,yes,False,is there an airport in fort walton beach florida
323,no,frame_b,yes,False,is there an airport in fort walton beach florida
324,yes,original,yes,True,has croatia ever placed in the world cup
324,yes,distractor,yes,True,has croatia ever placed in the world cup
324,yes,frame_a,yes,True,has croatia ever placed in the world cup
324,yes,frame_b,yes,True,has croatia ever placed in the world cup
325,no,original,no,True,does the national guard stay in the us
325,no,distractor,no,True,does the national guard stay in the us
325,no,frame_a,no,True,does the national guard stay in the us
325,no,frame_b,no,True,does the national guard stay in the us
326,yes,original,yes,True,do runs have to be the same suit in gin rummy
326,yes,distractor,yes,True,do runs have to be the same suit in gin rummy
326,yes,frame_a,yes,True,do runs have to be the same suit in gin rummy
326,yes,frame_b,yes,True,do runs have to be the same suit in gin rummy
327,yes,original,yes,True,does the new mama mia have abba music
327,yes,distractor,yes,True,does the new mama mia have abba music
327,yes,frame_a,yes,True,does the new mama mia have abba music
327,yes,frame_b,yes,True,does the new mama mia have abba music
328,no,original,no,True,is the monorail at disney a maglev train
328,no,distractor,no,True,is the monorail at disney a maglev train
328,no,frame_a,no,True,is the monorail at disney a maglev train
328,no,frame_b,no,True,is the monorail at disney a maglev train
329,yes,original,yes,True,is key west part of the united states
329,yes,distractor,yes,True,is key west part of the united states
329,yes,frame_a,yes,True,is key west part of the united states
329,yes,frame_b,yes,True,is key west part of the united states
330,yes,original,yes,True,is the world health organization a government organization
330,yes,distractor,yes,True,is the world health organization a government organization
330,yes,frame_a,yes,True,is the world health organization a government organization
330,yes,frame_b,yes,True,is the world health organization a government organization
331,yes,original,yes,True,is the cecum part of the large intestine
331,yes,distractor,yes,True,is the cecum part of the large intestine
331,yes,frame_a,yes,True,is the cecum part of the large intestine
331,yes,frame_b,yes,True,is the cecum part of the large intestine
332,no,original,no,True,is the show bloodline based on a true story
332,no,distractor,no,True,is the show bloodline based on a true story
332,no,frame_a,no,True,is the show bloodline based on a true story
332,no,frame_b,no,True,is the show bloodline based on a true story
333,no,original,no,True,is the umbilical cord inside the amniotic sac
333,no,distractor,no,True,is the umbilical cord inside the amniotic sac
333,no,frame_a,no,True,is the umbilical cord inside the amniotic sac
333,no,frame_b,no,True,is the umbilical cord inside the amniotic sac
334,no,original,no,True,does passive transport go against the concentration gradient
334,no,distractor,no,True,does passive transport go against the concentration gradient
334,no,frame_a,no,True,does passive transport go against the concentration gradient
334,no,frame_b,no,True,does passive transport go against the concentration gradient
335,yes,original,yes,True,can quartz cuvette be used in visible range
335,yes,distractor,yes,True,can quartz cuvette be used in visible range
335,yes,frame_a,yes,True,can quartz cuvette be used in visible range
335,yes,frame_b,yes,True,can quartz cuvette be used in visible range
336,no,original,no,True,is static pressure the same as atmospheric pressure
336,no,distractor,yes,False,is static pressure the same as atmospheric pressure
336,no,frame_a,yes,False,is static pressure the same as atmospheric pressure
336,no,frame_b,no,True,is static pressure the same as atmospheric pressure
337,yes,original,yes,True,have both parts of the titanic been found
337,yes,distractor,yes,True,have both parts of the titanic been found
337,yes,frame_a,yes,True,have both parts of the titanic been found
337,yes,frame_b,yes,True,have both parts of the titanic been found
338,no,original,no,True,does halo 2 have achievements on xbox 360
338,no,distractor,no,True,does halo 2 have achievements on xbox 360
338,no,frame_a,no,True,does halo 2 have achievements on xbox 360
338,no,frame_b,no,True,does halo 2 have achievements on xbox 360
339,no,original,no,True,is the home insurance building still standing in chicago
339,no,distractor,no,True,is the home insurance building still standing in chicago
339,no,frame_a,no,True,is the home insurance building still standing in chicago
339,no,frame_b,no,True,is the home insurance building still standing in chicago
340,no,original,no,True,do all teachers have to take the rica
340,no,distractor,no,True,do all teachers have to take the rica
340,no,frame_a,no,True,do all teachers have to take the rica
340,no,frame_b,no,True,do all teachers have to take the rica
341,no,original,no,True,is internal energy the same as potential energy
341,no,distractor,no,True,is internal energy the same as potential energy
341,no,frame_a,no,True,is internal energy the same as potential energy
341,no,frame_b,no,True,is internal energy the same as potential energy
342,yes,original,yes,True,does the robot in lost in space talk
342,yes,distractor,yes,True,does the robot in lost in space talk
342,yes,frame_a,yes,True,does the robot in lost in space talk
342,yes,frame_b,yes,True,does the robot in lost in space talk
343,yes,original,no,False,does a spark plug keep an engine running
343,yes,distractor,no,False,does a spark plug keep an engine running
343,yes,frame_a,no,False,does a spark plug keep an engine running
343,yes,frame_b,no,False,does a spark plug keep an engine running
344,no,original,yes,False,is the port mann bridge a toll bridge
344,no,distractor,yes,False,is the port mann bridge a toll bridge
344,no,frame_a,yes,False,is the port mann bridge a toll bridge
344,no,frame_b,no,True,is the port mann bridge a toll bridge
345,no,original,no,True,is adjusted gross income the same as taxable income
345,no,distractor,no,True,is adjusted gross income the same as taxable income
345,no,frame_a,no,True,is adjusted gross income the same as taxable income
345,no,frame_b,no,True,is adjusted gross income the same as taxable income
346,yes,original,yes,True,does the moment of inertia depend on the axis of rotation
346,yes,distractor,yes,True,does the moment of inertia depend on the axis of rotation
346,yes,frame_a,yes,True,does the moment of inertia depend on the axis of rotation
346,yes,frame_b,yes,True,does the moment of inertia depend on the axis of rotation
347,no,original,no,True,can you have a maid of honor and a chief bridesmaid
347,no,distractor,no,True,can you have a maid of honor and a chief bridesmaid
347,no,frame_a,no,True,can you have a maid of honor and a chief bridesmaid
347,no,frame_b,no,True,can you have a maid of honor and a chief bridesmaid
348,no,original,no,True,is the derivative of a continuous function always continuous
348,no,distractor,no,True,is the derivative of a continuous function always continuous
348,no,frame_a,no,True,is the derivative of a continuous function always continuous
348,no,frame_b,no,True,is the derivative of a continuous function always continuous
349,no,original,no,True,is a girdle the same as a corset
349,no,distractor,no,True,is a girdle the same as a corset
349,no,frame_a,no,True,is a girdle the same as a corset
349,no,frame_b,no,True,is a girdle the same as a corset
350,yes,original,yes,True,is the wonderful wizard of oz a fairy tale
350,yes,distractor,yes,True,is the wonderful wizard of oz a fairy tale
350,yes,frame_a,yes,True,is the wonderful wizard of oz a fairy tale
350,yes,frame_b,yes,True,is the wonderful wizard of oz a fairy tale
351,yes,original,yes,True,is 0 in the set of natural numbers
351,yes,distractor,yes,True,is 0 in the set of natural numbers
351,yes,frame_a,yes,True,is 0 in the set of natural numbers
351,yes,frame_b,yes,True,is 0 in the set of natural numbers
352,no,original,no,True,does a junctional rhythm have a p wave
352,no,distractor,no,True,does a junctional rhythm have a p wave
352,no,frame_a,yes,False,does a junctional rhythm have a p wave
352,no,frame_b,no,True,does a junctional rhythm have a p wave
353,yes,original,yes,True,have any of the school shootings been at private schools
353,yes,distractor,yes,True,have any of the school shootings been at private schools
353,yes,frame_a,yes,True,have any of the school shootings been at private schools
353,yes,frame_b,yes,True,have any of the school shootings been at private schools
354,no,original,no,True,is italy going to the world cup 2018
354,no,distractor,no,True,is italy going to the world cup 2018
354,no,frame_a,no,True,is italy going to the world cup 2018
354,no,frame_b,no,True,is italy going to the world cup 2018
355,yes,original,yes,True,is highway 91 in florida a toll road
355,yes,distractor,yes,True,is highway 91 in florida a toll road
355,yes,frame_a,yes,True,is highway 91 in florida a toll road
355,yes,frame_b,yes,True,is highway 91 in florida a toll road
356,yes,original,no,False,does a batter get an rbi on a fielder's choice
356,yes,distractor,no,False,does a batter get an rbi on a fielder's choice
356,yes,frame_a,no,False,does a batter get an rbi on a fielder's choice
356,yes,frame_b,no,False,does a batter get an rbi on a fielder's choice
357,no,original,no,True,is the view and the talk the same show
357,no,distractor,no,True,is the view and the talk the same show
357,no,frame_a,no,True,is the view and the talk the same show
357,no,frame_b,no,True,is the view and the talk the same show
358,yes,original,yes,True,is it possible to thunder and lightning while snowing
358,yes,distractor,yes,True,is it possible to thunder and lightning while snowing
358,yes,frame_a,yes,True,is it possible to thunder and lightning while snowing
358,yes,frame_b,yes,True,is it possible to thunder and lightning while snowing
359,no,original,no,True,is america the only country with an electoral college
359,no,distractor,no,True,is america the only country with an electoral college
359,no,frame_a,no,True,is america the only country with an electoral college
359,no,frame_b,no,True,is america the only country with an electoral college
360,no,original,no,True,does the main character in 12 strong die
360,no,distractor,no,True,does the main character in 12 strong die
360,no,frame_a,no,True,does the main character in 12 strong die
360,no,frame_b,no,True,does the main character in 12 strong die
361,yes,original,yes,True,was the game a spin off of girlfriends
361,yes,distractor,yes,True,was the game a spin off of girlfriends
361,yes,frame_a,yes,True,was the game a spin off of girlfriends
361,yes,frame_b,yes,True,was the game a spin off of girlfriends
362,yes,original,no,False,do you have to call a married woman matron of honor
362,yes,distractor,no,False,do you have to call a married woman matron of honor
362,yes,frame_a,no,False,do you have to call a married woman matron of honor
362,yes,frame_b,no,False,do you have to call a married woman matron of honor
363,yes,original,unknown,False,will there be new episodes of black mirror
363,yes,distractor,unknown,False,will there be new episodes of black mirror
363,yes,frame_a,yes,True,will there be new episodes of black mirror
363,yes,frame_b,unknown,False,will there be new episodes of black mirror
364,yes,original,yes,True,is it a law that you have to pull over for an ambulance
364,yes,distractor,yes,True,is it a law that you have to pull over for an ambulance
364,yes,frame_a,yes,True,is it a law that you have to pull over for an ambulance
364,yes,frame_b,yes,True,is it a law that you have to pull over for an ambulance
365,yes,original,yes,True,can ingrown toenails come back after being removed
365,yes,distractor,yes,True,can ingrown toenails come back after being removed
365,yes,frame_a,yes,True,can ingrown toenails come back after being removed
365,yes,frame_b,yes,True,can ingrown toenails come back after being removed
366,yes,original,yes,True,can i use cast iron pans on an induction hob
366,yes,distractor,yes,True,can i use cast iron pans on an induction hob
366,yes,frame_a,yes,True,can i use cast iron pans on an induction hob
366,yes,frame_b,yes,True,can i use cast iron pans on an induction hob
367,no,original,no,True,is roman j israel movie based on a true story
367,no,distractor,no,True,is roman j israel movie based on a true story
367,no,frame_a,no,True,is roman j israel movie based on a true story
367,no,frame_b,no,True,is roman j israel movie based on a true story
368,no,original,no,True,is there a season four of red rock
368,no,distractor,no,True,is there a season four of red rock
368,no,frame_a,no,True,is there a season four of red rock
368,no,frame_b,no,True,is there a season four of red rock
369,no,original,no,True,has anyone ever came back from 3-0 in nba
369,no,distractor,no,True,has anyone ever came back from 3-0 in nba
369,no,frame_a,no,True,has anyone ever came back from 3-0 in nba
369,no,frame_b,no,True,has anyone ever came back from 3-0 in nba
370,yes,original,yes,True,did alexander graham bell propose answering the phone with ahoy
370,yes,distractor,yes,True,did alexander graham bell propose answering the phone with ahoy
370,yes,frame_a,yes,True,did alexander graham bell propose answering the phone with ahoy
370,yes,frame_b,yes,True,did alexander graham bell propose answering the phone with ahoy
371,no,original,no,True,is greece still in the world cup 2018
371,no,distractor,no,True,is greece still in the world cup 2018
371,no,frame_a,no,True,is greece still in the world cup 2018
371,no,frame_b,no,True,is greece still in the world cup 2018
372,no,original,no,True,do the days get longer and shorter at the equator
372,no,distractor,no,True,do the days get longer and shorter at the equator
372,no,frame_a,no,True,do the days get longer and shorter at the equator
372,no,frame_b,no,True,do the days get longer and shorter at the equator
373,no,original,no,True,does tara die in sons of anarchy season 4
373,no,distractor,no,True,does tara die in sons of anarchy season 4
373,no,frame_a,no,True,does tara die in sons of anarchy season 4
373,no,frame_b,no,True,does tara die in sons of anarchy season 4
374,no,original,no,True,is the movie daddy little girl a true story
374,no,distractor,no,True,is the movie daddy little girl a true story
374,no,frame_a,no,True,is the movie daddy little girl a true story
374,no,frame_b,no,True,is the movie daddy little girl a true story
375,yes,original,yes,True,do you get overseas service bars for korea
375,yes,distractor,yes,True,do you get overseas service bars for korea
375,yes,frame_a,yes,True,do you get overseas service bars for korea
375,yes,frame_b,yes,True,do you get overseas service bars for korea
376,no,original,no,True,is congo and democratic republic of congo the same country
376,no,distractor,no,True,is congo and democratic republic of congo the same country
376,no,frame_a,no,True,is congo and democratic republic of congo the same country
376,no,frame_b,no,True,is congo and democratic republic of congo the same country
377,yes,original,yes,True,is there a new child's play movie coming out
377,yes,distractor,yes,True,is there a new child's play movie coming out
377,yes,frame_a,yes,True,is there a new child's play movie coming out
377,yes,frame_b,yes,True,is there a new child's play movie coming out
378,yes,original,yes,True,will there be more bee and puppycat episodes
378,yes,distractor,yes,True,will there be more bee and puppycat episodes
378,yes,frame_a,yes,True,will there be more bee and puppycat episodes
378,yes,frame_b,yes,True,will there be more bee and puppycat episodes
379,yes,original,yes,True,can you be born with both female and male parts
379,yes,distractor,yes,True,can you be born with both female and male parts
379,yes,frame_a,yes,True,can you be born with both female and male parts
379,yes,frame_b,yes,True,can you be born with both female and male parts
380,yes,original,yes,True,are they making a season 8 of suits
380,yes,distractor,yes,True,are they making a season 8 of suits
380,yes,frame_a,yes,True,are they making a season 8 of suits
380,yes,frame_b,yes,True,are they making a season 8 of suits
381,no,original,no,True,is a prince the same as a duke
381,no,distractor,no,True,is a prince the same as a duke
381,no,frame_a,no,True,is a prince the same as a duke
381,no,frame_b,no,True,is a prince the same as a duke
382,yes,original,yes,True,is there a difference between old english bulldogs and english bulldogs
382,yes,distractor,yes,True,is there a difference between old english bulldogs and english bulldogs
382,yes,frame_a,yes,True,is there a difference between old english bulldogs and english bulldogs
